Date,No_of_calls_from_commercial_card,No_of_calls_from_retail_card,No_of_calls_from_student_card
3/12/2017,459.0,706.0,1440.0
3/13/2017,1917.0,2890.0,5854.0
3/14/2017,1746.0,2630.0,5303.0
3/15/2017,1697.0,2552.0,5161.0
3/16/2017,1608.0,2419.0,4934.0
3/17/2017,1510.0,2273.0,4561.0
3/18/2017,424.0,649.0,1301.0
3/19/2017,507.0,777.0,1649.0
3/20/2017,2042.0,3075.0,6172.0
3/21/2017,1994.0,2998.0,6003.0
3/22/2017,1774.0,2678.0,5440.0
3/23/2017,1765.0,2656.0,5337.0
3/24/2017,1679.0,2538.0,5156.0
3/25/2017,435.0,655.0,1398.0
3/26/2017,470.0,708.0,1456.0
3/27/2017,2091.0,3143.0,6349.0
3/28/2017,1885.0,2836.0,5679.0
3/29/2017,1826.0,2756.0,5567.0
3/30/2017,1886.0,2831.0,5683.0
3/31/2017,1785.0,2695.0,5444.0
4/1/2017,416.0,631.0,1266.0
4/2/2017,564.0,858.0,1763.0
4/3/2017,2681.0,4033.0,8084.0
4/4/2017,2146.0,3228.0,6478.0
4/5/2017,1983.0,2992.0,6015.0
4/6/2017,1813.0,2725.0,5491.0
4/7/2017,1682.0,2529.0,5069.0
4/8/2017,396.0,604.0,1245.0
4/9/2017,486.0,736.0,1563.0
4/10/2017,1979.0,2972.0,6010.0
4/11/2017,1779.0,2677.0,5363.0
4/12/2017,1629.0,2451.0,4949.0
4/13/2017,1606.0,2428.0,4875.0
4/14/2017,1130.0,1713.0,3489.0
4/15/2017,343.0,528.0,1096.0
4/16/2017,325.0,488.0,977.0
4/17/2017,2072.0,3126.0,6274.0
4/18/2017,1941.0,2923.0,5875.0
4/19/2017,1766.0,2667.0,5392.0
4/20/2017,1786.0,2680.0,5384.0
4/21/2017,1687.0,2546.0,5107.0
4/22/2017,504.0,775.0,1600.0
4/23/2017,522.0,793.0,1680.0
4/24/2017,2224.0,3346.0,6787.0
4/25/2017,2067.0,3107.0,6308.0
4/26/2017,2009.0,3027.0,6073.0
4/27/2017,1900.0,2853.0,5737.0
4/28/2017,1842.0,2767.0,5545.0
4/29/2017,518.0,795.0,1640.0
4/30/2017,566.0,852.0,1706.0
5/1/2017,2418.0,3633.0,7284.0
5/2/2017,2324.0,3505.0,7031.0
5/3/2017,2134.0,3219.0,6474.0
5/4/2017,1904.0,2866.0,5754.0
5/5/2017,1702.0,2569.0,5138.0
5/6/2017,449.0,687.0,1468.0
5/7/2017,494.0,744.0,1557.0
5/8/2017,1981.0,2983.0,6061.0
5/9/2017,1743.0,2630.0,5323.0
5/10/2017,1775.0,2665.0,5379.0
5/11/2017,1735.0,2617.0,5315.0
5/12/2017,1688.0,2539.0,5127.0
5/13/2017,450.0,685.0,1393.0
5/14/2017,438.0,667.0,1392.0
5/15/2017,2112.0,3169.0,6363.0
5/16/2017,1853.0,2789.0,5603.0
5/17/2017,1778.0,2679.0,5436.0
5/18/2017,1758.0,2643.0,5379.0
5/19/2017,1670.0,2519.0,5117.0
5/20/2017,432.0,653.0,1378.0
5/21/2017,468.0,721.0,1478.0
5/22/2017,2132.0,3207.0,6487.0
5/23/2017,2044.0,3073.0,6195.0
5/24/2017,1950.0,2943.0,5968.0
5/25/2017,1751.0,2632.0,5291.0
5/26/2017,1593.0,2408.0,4876.0
5/27/2017,356.0,535.0,1164.0
5/28/2017,341.0,525.0,1062.0
5/29/2017,378.0,584.0,1168.0
5/30/2017,2154.0,3244.0,6587.0
5/31/2017,1909.0,2869.0,5812.0
6/1/2017,2166.0,3260.0,6528.0
6/2/2017,1813.0,2729.0,5554.0
6/3/2017,461.0,711.0,1439.0
6/4/2017,508.0,778.0,1592.0
6/5/2017,2235.0,3354.0,6774.0
6/6/2017,1946.0,2936.0,5919.0
6/7/2017,1772.0,2675.0,5412.0
6/8/2017,1690.0,2546.0,5136.0
6/9/2017,1479.0,2220.0,4451.0
6/10/2017,447.0,677.0,1396.0
6/11/2017,464.0,698.0,1415.0
6/12/2017,2010.0,3019.0,6095.0
6/13/2017,1849.0,2793.0,5620.0
6/14/2017,1679.0,2538.0,5149.0
6/15/2017,1750.0,2643.0,5349.0
6/16/2017,1703.0,2563.0,5193.0
6/17/2017,412.0,619.0,1269.0
6/18/2017,473.0,723.0,1539.0
6/19/2017,2097.0,3154.0,6324.0
6/20/2017,1909.0,2882.0,5783.0
6/21/2017,1956.0,2935.0,5963.0
6/22/2017,1849.0,2774.0,5609.0
6/23/2017,1714.0,2573.0,5229.0
6/24/2017,532.0,809.0,1679.0
6/25/2017,578.0,867.0,1747.0
6/26/2017,2242.0,3376.0,6757.0
6/27/2017,2169.0,3257.0,6606.0
6/28/2017,1968.0,2967.0,5956.0
6/29/2017,1968.0,2963.0,5982.0
6/30/2017,1680.0,2535.0,5158.0
7/1/2017,394.0,595.0,1248.0
7/2/2017,338.0,513.0,1056.0
7/3/2017,1436.0,2159.0,4408.0
7/4/2017,263.0,398.0,801.0
7/5/2017,2043.0,3078.0,6247.0
7/6/2017,1943.0,2933.0,5871.0
7/7/2017,1729.0,2594.0,5215.0
7/8/2017,409.0,619.0,1286.0
7/9/2017,485.0,728.0,1529.0
7/10/2017,2051.0,3081.0,6177.0
7/11/2017,1977.0,2974.0,5993.0
7/12/2017,1833.0,2758.0,5536.0
7/13/2017,1705.0,2563.0,5144.0
7/14/2017,1585.0,2385.0,4782.0
7/15/2017,493.0,757.0,1577.0
7/16/2017,493.0,754.0,1574.0
7/17/2017,2061.0,3109.0,6258.0
7/18/2017,1941.0,2924.0,5915.0
7/19/2017,1739.0,2621.0,5265.0
7/20/2017,1687.0,2545.0,5185.0
7/21/2017,1736.0,2615.0,5257.0
7/22/2017,546.0,836.0,1759.0
7/23/2017,493.0,758.0,1545.0
7/24/2017,2080.0,3122.0,6278.0
7/25/2017,1891.0,2845.0,5760.0
7/26/2017,1935.0,2920.0,5921.0
7/27/2017,1545.0,2331.0,4689.0
7/28/2017,1474.0,2222.0,4520.0
7/29/2017,405.0,610.0,1264.0
7/30/2017,444.0,671.0,1428.0
7/31/2017,1963.0,2952.0,5976.0
8/1/2017,2148.0,3230.0,6481.0
8/2/2017,1923.0,2888.0,5837.0
8/3/2017,1733.0,2610.0,5284.0
8/4/2017,1651.0,2477.0,5016.0
8/5/2017,389.0,585.0,1231.0
8/6/2017,411.0,636.0,1288.0
8/7/2017,1859.0,2793.0,5608.0
8/8/2017,1704.0,2556.0,5158.0
8/9/2017,1591.0,2400.0,4841.0
8/10/2017,1462.0,2197.0,4476.0
8/11/2017,1467.0,2203.0,4445.0
8/12/2017,435.0,669.0,1349.0
8/13/2017,408.0,630.0,1305.0
8/14/2017,1650.0,2482.0,4971.0
8/15/2017,1581.0,2380.0,4774.0
8/16/2017,1613.0,2427.0,4917.0
8/17/2017,1592.0,2392.0,4806.0
8/18/2017,1490.0,2249.0,4503.0
8/19/2017,377.0,573.0,1219.0
8/20/2017,387.0,584.0,1217.0
8/21/2017,1712.0,2577.0,5253.0
8/22/2017,1762.0,2645.0,5387.0
8/23/2017,1670.0,2517.0,5133.0
8/24/2017,1585.0,2388.0,4867.0
8/25/2017,1546.0,2322.0,4649.0
8/26/2017,430.0,645.0,1369.0
8/27/2017,447.0,687.0,1381.0
8/28/2017,1892.0,2850.0,5727.0
8/29/2017,1712.0,2578.0,5174.0
8/30/2017,1883.0,2830.0,5689.0
8/31/2017,1974.0,2969.0,5955.0
9/1/2017,1790.0,2686.0,5441.0
9/2/2017,312.0,481.0,1008.0
9/3/2017,325.0,489.0,1071.0
9/4/2017,420.0,649.0,1389.0
9/5/2017,2316.0,3490.0,7030.0
9/6/2017,1973.0,2961.0,6001.0
9/7/2017,1758.0,2654.0,5332.0
9/8/2017,1621.0,2443.0,4960.0
9/9/2017,453.0,681.0,1412.0
9/10/2017,425.0,652.0,1345.0
9/11/2017,1678.0,2523.0,5077.0
9/12/2017,1710.0,2565.0,5186.0
9/13/2017,1786.0,2693.0,5439.0
9/14/2017,1724.0,2596.0,5235.0
9/15/2017,1518.0,2290.0,4644.0
9/16/2017,419.0,635.0,1362.0
9/17/2017,535.0,815.0,1691.0
9/18/2017,1933.0,2909.0,5826.0
9/19/2017,1758.0,2640.0,5292.0
9/20/2017,1830.0,2749.0,5500.0
9/21/2017,1647.0,2471.0,4973.0
9/22/2017,1508.0,2263.0,4560.0
9/23/2017,466.0,706.0,1428.0
9/24/2017,518.0,789.0,1677.0
9/25/2017,2050.0,3084.0,6196.0
9/26/2017,1861.0,2798.0,5668.0
9/27/2017,1709.0,2575.0,5243.0
9/28/2017,1716.0,2593.0,5283.0
9/29/2017,1558.0,2347.0,4701.0
9/30/2017,437.0,674.0,1434.0
10/1/2017,592.0,889.0,1800.0
10/2/2017,2216.0,3338.0,6688.0
10/3/2017,2159.0,3258.0,6543.0
10/4/2017,1946.0,2923.0,5869.0
10/5/2017,1767.0,2660.0,5329.0
10/6/2017,1563.0,2351.0,4775.0
10/7/2017,456.0,691.0,1394.0
10/8/2017,490.0,753.0,1528.0
10/9/2017,1986.0,2993.0,6013.0
10/10/2017,1856.0,2790.0,5614.0
10/11/2017,1816.0,2727.0,5541.0
10/12/2017,1840.0,2779.0,5657.0
10/13/2017,1632.0,2463.0,4946.0
10/14/2017,465.0,700.0,1467.0
10/15/2017,514.0,776.0,1552.0
10/16/2017,2124.0,3198.0,6412.0
10/17/2017,2043.0,3080.0,6234.0
10/18/2017,1987.0,2992.0,5996.0
10/19/2017,1893.0,2855.0,5766.0
10/20/2017,1671.0,2508.0,5036.0
10/21/2017,435.0,663.0,1409.0
10/22/2017,520.0,785.0,1659.0
10/23/2017,2265.0,3412.0,6886.0
10/24/2017,2115.0,3191.0,6386.0
10/25/2017,1882.0,2841.0,5726.0
10/26/2017,1890.0,2842.0,5755.0
10/27/2017,1573.0,2377.0,4780.0
10/28/2017,422.0,653.0,1325.0
10/29/2017,488.0,732.0,1542.0
10/30/2017,2081.0,3136.0,6325.0
10/31/2017,1953.0,2948.0,5969.0
11/1/2017,2412.0,3627.0,7277.0
11/2/2017,2027.0,3053.0,6120.0
11/3/2017,1850.0,2785.0,5656.0
11/4/2017,414.0,628.0,1348.0
11/5/2017,573.0,865.0,1753.0
11/6/2017,2240.0,3367.0,6784.0
11/7/2017,2026.0,3055.0,6205.0
11/8/2017,1892.0,2843.0,5700.0
11/9/2017,2348.0,3525.0,7129.0
11/10/2017,2365.0,3551.0,7200.0
11/11/2017,391.0,594.0,1269.0
11/12/2017,518.0,793.0,1675.0
11/13/2017,3075.0,4623.0,9331.0
11/14/2017,2439.0,3665.0,7361.0
11/15/2017,2296.0,3454.0,6991.0
11/16/2017,2512.0,3783.0,7637.0
11/17/2017,2025.0,3041.0,6091.0
11/18/2017,369.0,567.0,1180.0
11/19/2017,407.0,627.0,1302.0
11/20/2017,2308.0,3466.0,6948.0
11/21/2017,2353.0,3531.0,7110.0
11/22/2017,1725.0,2603.0,5243.0
11/23/2017,184.0,289.0,598.0
11/24/2017,496.0,754.0,1528.0
11/25/2017,327.0,505.0,1028.0
11/26/2017,397.0,613.0,1303.0
11/27/2017,3146.0,4734.0,9502.0
11/28/2017,2531.0,3799.0,7631.0
11/29/2017,2548.0,3827.0,7721.0
11/30/2017,2531.0,3812.0,7648.0
12/1/2017,2210.0,3319.0,6676.0
12/2/2017,428.0,645.0,1346.0
12/3/2017,545.0,827.0,1683.0
12/4/2017,2704.0,4073.0,8244.0
12/5/2017,2560.0,3846.0,7734.0
12/6/2017,2427.0,3651.0,7400.0
12/7/2017,2318.0,3490.0,7029.0
12/8/2017,2122.0,3202.0,6441.0
12/9/2017,452.0,681.0,1397.0
12/10/2017,429.0,654.0,1391.0
12/11/2017,2657.0,4003.0,8058.0
12/12/2017,2617.0,3928.0,7910.0
12/13/2017,2209.0,3326.0,6666.0
12/14/2017,2075.0,3127.0,6331.0
12/15/2017,1858.0,2789.0,5582.0
12/16/2017,397.0,600.0,1236.0
12/17/2017,420.0,637.0,1374.0
12/18/2017,2186.0,3281.0,6657.0
12/19/2017,2059.0,3089.0,6228.0
12/20/2017,1956.0,2948.0,5960.0
12/21/2017,2078.0,3130.0,6318.0
12/22/2017,1403.0,2113.0,4323.0
12/23/2017,329.0,509.0,1106.0
12/24/2017,208.0,325.0,676.0
12/25/2017,97.0,157.0,324.0
12/26/2017,1063.0,1613.0,3297.0
12/27/2017,1572.0,2368.0,4787.0
12/28/2017,1547.0,2335.0,4715.0
12/29/2017,1208.0,1818.0,3732.0
12/30/2017,314.0,480.0,995.0
12/31/2017,323.0,504.0,1049.0
1/1/2018,200.0,305.0,709.0
1/2/2018,2343.0,3529.0,7136.0
1/3/2018,2257.0,3404.0,6862.0
1/4/2018,2024.0,3036.0,6153.0
1/5/2018,1970.0,2961.0,5934.0
1/6/2018,448.0,675.0,1352.0
1/7/2018,422.0,650.0,1379.0
1/8/2018,2124.0,3203.0,6427.0
1/9/2018,2130.0,3210.0,6431.0
1/10/2018,1994.0,2995.0,6032.0
1/11/2018,1906.0,2861.0,5749.0
1/12/2018,1748.0,2630.0,5308.0
1/13/2018,424.0,647.0,1351.0
1/14/2018,388.0,602.0,1271.0
1/15/2018,1524.0,2298.0,4672.0
1/16/2018,2072.0,3125.0,6318.0
1/17/2018,1881.0,2823.0,5717.0
1/18/2018,1868.0,2811.0,5714.0
1/19/2018,1971.0,2961.0,5941.0
1/20/2018,516.0,776.0,1614.0
1/21/2018,562.0,862.0,1781.0
1/22/2018,2327.0,3508.0,7093.0
1/23/2018,2167.0,3253.0,6575.0
1/24/2018,2069.0,3104.0,6228.0
1/25/2018,1922.0,2889.0,5799.0
1/26/2018,1667.0,2512.0,5053.0
1/27/2018,442.0,682.0,1450.0
1/28/2018,501.0,762.0,1585.0
1/29/2018,2265.0,3404.0,6825.0
1/30/2018,2158.0,3256.0,6516.0
1/31/2018,1929.0,2897.0,5867.0
2/1/2018,2337.0,3512.0,7081.0
2/2/2018,2063.0,3096.0,6258.0
2/3/2018,446.0,684.0,1466.0
2/4/2018,503.0,772.0,1602.0
2/5/2018,2417.0,3638.0,7333.0
2/6/2018,2086.0,3149.0,6394.0
2/7/2018,1971.0,2972.0,5962.0
2/8/2018,1961.0,2961.0,5961.0
2/9/2018,1786.0,2680.0,5404.0
2/10/2018,402.0,605.0,1251.0
2/11/2018,457.0,697.0,1473.0
2/12/2018,2167.0,3258.0,6592.0
2/13/2018,1975.0,2967.0,5966.0
2/14/2018,1903.0,2864.0,5776.0
2/15/2018,1805.0,2712.0,5426.0
2/16/2018,1687.0,2531.0,5076.0
2/17/2018,438.0,670.0,1344.0
2/18/2018,466.0,707.0,1458.0
2/19/2018,1501.0,2261.0,4547.0
2/20/2018,2043.0,3070.0,6193.0
2/21/2018,2090.0,3145.0,6321.0
2/22/2018,1960.0,2951.0,5961.0
2/23/2018,1700.0,2568.0,5199.0
2/24/2018,450.0,685.0,1429.0
2/25/2018,609.0,933.0,1870.0
2/26/2018,2349.0,3537.0,7171.0
2/27/2018,2175.0,3274.0,6592.0
2/28/2018,2265.0,3406.0,6871.0
3/1/2018,2307.0,3468.0,6944.0
3/2/2018,1892.0,2843.0,5743.0
3/3/2018,491.0,749.0,1551.0
3/4/2018,581.0,886.0,1837.0
3/5/2018,2239.0,3366.0,6756.0
3/6/2018,2201.0,3307.0,6615.0
3/7/2018,1874.0,2818.0,5660.0
3/8/2018,1818.0,2731.0,5543.0
3/9/2018,1718.0,2585.0,5221.0
3/10/2018,474.0,727.0,1472.0
3/11/2018,426.0,654.0,1352.0
3/12/2018,2061.0,3098.0,6271.0
3/13/2018,1913.0,2872.0,5761.0
3/14/2018,1866.0,2805.0,5681.0
3/15/2018,1825.0,2757.0,5530.0
3/16/2018,1642.0,2466.0,4982.0
3/17/2018,382.0,589.0,1220.0
3/18/2018,529.0,802.0,1687.0
3/19/2018,2011.0,3035.0,6071.0
3/20/2018,2113.0,3185.0,6406.0
3/21/2018,1910.0,2883.0,5815.0
3/22/2018,1913.0,2884.0,5780.0
3/23/2018,1747.0,2639.0,5367.0
3/24/2018,370.0,568.0,1230.0
3/25/2018,467.0,716.0,1483.0
3/26/2018,2196.0,3305.0,6696.0
3/27/2018,2085.0,3129.0,6319.0
3/28/2018,2034.0,3070.0,6235.0
3/29/2018,1969.0,2960.0,5987.0
3/30/2018,1483.0,2228.0,4490.0
3/31/2018,303.0,473.0,1010.0
4/1/2018,339.0,524.0,1131.0
4/2/2018,2346.0,3520.0,7093.0
4/3/2018,2447.0,3671.0,7391.0
4/4/2018,2040.0,3062.0,6210.0
4/5/2018,2044.0,3079.0,6250.0
4/6/2018,1880.0,2834.0,5710.0
4/7/2018,421.0,646.0,1324.0
4/8/2018,538.0,812.0,1642.0
4/9/2018,2331.0,3505.0,7108.0
4/10/2018,2078.0,3132.0,6296.0
4/11/2018,1949.0,2935.0,5894.0
4/12/2018,1917.0,2887.0,5792.0
4/13/2018,1683.0,2534.0,5126.0
4/14/2018,399.0,606.0,1240.0
4/15/2018,503.0,769.0,1584.0
4/16/2018,2248.0,3378.0,6846.0
4/17/2018,2104.0,3156.0,6343.0
4/18/2018,2038.0,3074.0,6156.0
4/19/2018,2014.0,3041.0,6096.0
4/20/2018,1868.0,2819.0,5652.0
4/21/2018,477.0,728.0,1500.0
4/22/2018,564.0,850.0,1733.0
4/23/2018,2389.0,3585.0,7267.0
4/24/2018,2244.0,3367.0,6748.0
4/25/2018,2160.0,3250.0,6525.0
4/26/2018,2154.0,3240.0,6547.0
4/27/2018,1769.0,2658.0,5391.0
4/28/2018,457.0,690.0,1384.0
4/29/2018,556.0,850.0,1730.0
4/30/2018,2391.0,3598.0,7275.0
5/1/2018,2513.0,3777.0,7596.0
5/2/2018,2281.0,3424.0,6864.0
5/3/2018,2123.0,3204.0,6443.0
5/4/2018,1766.0,2650.0,5377.0
5/5/2018,348.0,522.0,1137.0
5/6/2018,484.0,745.0,1500.0
5/7/2018,2233.0,3367.0,6743.0
5/8/2018,2106.0,3159.0,6400.0
5/9/2018,1978.0,2975.0,5965.0
5/10/2018,2042.0,3083.0,6255.0
5/11/2018,1725.0,2606.0,5298.0
5/12/2018,392.0,597.0,1269.0
5/13/2018,474.0,722.0,1481.0
5/14/2018,2116.0,3179.0,6386.0
5/15/2018,2097.0,3154.0,6396.0
5/16/2018,2024.0,3039.0,6079.0
5/17/2018,1965.0,2949.0,5933.0
5/18/2018,1736.0,2621.0,5325.0
5/19/2018,369.0,559.0,1198.0
5/20/2018,514.0,774.0,1549.0
5/21/2018,2168.0,3261.0,6541.0
5/22/2018,2091.0,3146.0,6309.0
5/23/2018,2083.0,3126.0,6288.0
5/24/2018,1851.0,2784.0,5615.0
5/25/2018,1627.0,2452.0,4950.0
5/26/2018,324.0,505.0,1083.0
5/27/2018,350.0,542.0,1158.0
5/28/2018,317.0,494.0,1083.0
5/29/2018,2390.0,3588.0,7246.0
5/30/2018,2104.0,3171.0,6406.0
5/31/2018,2009.0,3033.0,6102.0
6/1/2018,1966.0,2952.0,5986.0
6/2/2018,415.0,624.0,1261.0
6/3/2018,597.0,896.0,1858.0
6/4/2018,2121.0,3183.0,6423.0
6/5/2018,2011.0,3036.0,6077.0
6/6/2018,1871.0,2808.0,5627.0
6/7/2018,1704.0,2572.0,5195.0
6/8/2018,1441.0,2175.0,4394.0
6/9/2018,394.0,607.0,1264.0
6/10/2018,474.0,718.0,1535.0
6/11/2018,2029.0,3055.0,6193.0
6/12/2018,1886.0,2841.0,5770.0
6/13/2018,1767.0,2655.0,5405.0
6/14/2018,1891.0,2856.0,5809.0
6/15/2018,1527.0,2300.0,4672.0
6/16/2018,333.0,508.0,1054.0
6/17/2018,361.0,560.0,1214.0
6/18/2018,1900.0,2866.0,5734.0
6/19/2018,1966.0,2953.0,5969.0
6/20/2018,2006.0,3023.0,6094.0
6/21/2018,1858.0,2794.0,5673.0
6/22/2018,1667.0,2504.0,5023.0
6/23/2018,381.0,575.0,1221.0
6/24/2018,526.0,799.0,1696.0
6/25/2018,2013.0,3039.0,6136.0
6/26/2018,2013.0,3025.0,6143.0
6/27/2018,2062.0,3106.0,6297.0
6/28/2018,1999.0,3007.0,6027.0
6/29/2018,1776.0,2669.0,5376.0
6/30/2018,479.0,733.0,1503.0
7/1/2018,497.0,746.0,1519.0
7/2/2018,2219.0,3339.0,6749.0
7/3/2018,2006.0,3024.0,6101.0
7/4/2018,269.0,414.0,920.0
7/5/2018,1808.0,2725.0,5459.0
7/6/2018,1696.0,2547.0,5140.0
7/7/2018,395.0,595.0,1193.0
7/8/2018,468.0,712.0,1483.0
7/9/2018,2518.0,3783.0,7643.0
7/10/2018,2194.0,3305.0,6613.0
7/11/2018,2046.0,3070.0,6197.0
7/12/2018,2109.0,3181.0,6417.0
7/13/2018,1825.0,2742.0,5534.0
7/14/2018,405.0,623.0,1307.0
7/15/2018,447.0,672.0,1420.0
7/16/2018,2255.0,3385.0,6854.0
7/17/2018,2211.0,3319.0,6661.0
7/18/2018,2095.0,3162.0,6326.0
7/19/2018,2033.0,3066.0,6162.0
7/20/2018,2047.0,3080.0,6250.0
7/21/2018,457.0,686.0,1450.0
7/22/2018,578.0,868.0,1778.0
7/23/2018,3002.0,4516.0,9104.0
7/24/2018,2469.0,3722.0,7524.0
7/25/2018,2443.0,3676.0,7403.0
7/26/2018,2209.0,3327.0,6681.0
7/27/2018,2023.0,3036.0,6090.0
7/28/2018,418.0,631.0,1329.0
7/29/2018,521.0,799.0,1662.0
7/30/2018,2337.0,3515.0,7047.0
7/31/2018,2356.0,3540.0,7085.0
8/1/2018,2406.0,3619.0,7336.0
8/2/2018,2194.0,3299.0,6664.0
8/3/2018,1964.0,2963.0,6016.0
8/4/2018,391.0,589.0,1263.0
8/5/2018,480.0,721.0,1456.0
8/6/2018,2409.0,3620.0,7272.0
8/7/2018,2313.0,3475.0,6975.0
8/8/2018,2112.0,3173.0,6349.0
8/9/2018,1994.0,2997.0,6084.0
8/10/2018,1897.0,2865.0,5791.0
8/11/2018,349.0,532.0,1131.0
8/12/2018,414.0,640.0,1356.0
8/13/2018,2322.0,3497.0,7010.0
8/14/2018,2216.0,3331.0,6721.0
8/15/2018,2152.0,3232.0,6515.0
8/16/2018,2166.0,3269.0,6573.0
8/17/2018,1918.0,2889.0,5847.0
8/18/2018,397.0,597.0,1240.0
8/19/2018,433.0,664.0,1375.0
8/20/2018,2350.0,3540.0,7099.0
8/21/2018,2334.0,3521.0,7048.0
8/22/2018,2232.0,3350.0,6712.0
8/23/2018,2179.0,3285.0,6646.0
8/24/2018,1939.0,2912.0,5880.0
8/25/2018,417.0,642.0,1307.0
8/26/2018,451.0,677.0,1377.0
8/27/2018,3058.0,4607.0,9229.0
8/28/2018,2398.0,3604.0,7247.0
8/29/2018,2346.0,3530.0,7067.0
8/30/2018,2127.0,3200.0,6423.0
8/31/2018,1962.0,2946.0,5934.0
9/1/2018,467.0,703.0,1481.0
9/2/2018,346.0,534.0,1072.0
9/3/2018,454.0,681.0,1395.0
9/4/2018,3050.0,4588.0,9183.0
9/5/2018,2589.0,3894.0,7835.0
9/6/2018,2312.0,3483.0,7038.0
9/7/2018,1977.0,2966.0,5996.0
9/8/2018,617.0,945.0,1896.0
9/9/2018,435.0,662.0,1340.0
9/10/2018,2462.0,3709.0,7486.0
9/11/2018,2311.0,3482.0,7030.0
9/12/2018,2080.0,3124.0,6318.0
9/13/2018,2105.0,3175.0,6427.0
9/14/2018,1903.0,2870.0,5811.0
9/15/2018,530.0,808.0,1628.0
9/16/2018,429.0,660.0,1417.0
9/17/2018,2463.0,3698.0,7409.0
9/18/2018,2209.0,3314.0,6711.0
9/19/2018,2136.0,3213.0,6447.0
9/20/2018,2122.0,3201.0,6411.0
9/21/2018,1970.0,2974.0,6037.0
9/22/2018,477.0,726.0,1542.0
9/23/2018,507.0,779.0,1571.0
9/24/2018,2451.0,3690.0,7465.0
9/25/2018,2209.0,3315.0,6647.0
9/26/2018,2290.0,3443.0,6978.0
9/27/2018,2172.0,3258.0,6538.0
9/28/2018,2128.0,3207.0,6439.0
9/29/2018,580.0,879.0,1829.0
9/30/2018,479.0,722.0,1493.0
10/1/2018,2431.0,3647.0,7314.0
10/2/2018,2381.0,3580.0,7192.0
10/3/2018,2222.0,3335.0,6741.0
10/4/2018,2327.0,3498.0,7066.0
10/5/2018,2317.0,3477.0,6956.0
10/6/2018,667.0,1016.0,2088.0
10/7/2018,513.0,770.0,1593.0
10/8/2018,2132.0,3202.0,6452.0
10/9/2018,2586.0,3880.0,7764.0
10/10/2018,2341.0,3520.0,7109.0
10/11/2018,2257.0,3388.0,6855.0
10/12/2018,2105.0,3163.0,6368.0
